學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
99學年,臺東縣,494,305,189,173,114,59,184,114,70,135,75,60,2,2,-,160,87,73,434,269,165,157,103,54,153,96,57,122,68,54,2,2,-,136,78,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,36,24,16,11,5,31,18,13,13,7,6,-,-,-,24,9,15
99學年,花蓮縣,4518,2328,2190,1497,784,713,1536,782,754,1485,762,723,-,-,-,1456,717,739,2752,1447,1305,916,486,430,901,473,428,935,488,447,-,-,-,917,463,454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,97,36,50,33,17,43,34,9,40,30,10,-,-,-,32,22,10,1633,784,849,531,265,266,592,275,317,510,244,266,-,-,-,507,232,275
99學年,澎湖縣,1045,511,534,372,179,193,383,187,196,290,145,145,-,-,-,288,140,148,1045,511,534,372,179,193,383,187,196,290,145,145,-,-,-,288,140,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,基隆市,6369,2985,3384,2109,1016,1093,2097,955,1142,2159,1012,1147,4,2,2,1993,874,1119,4314,1866,2448,1465,639,826,1407,596,811,1440,631,809,2,-,2,1372,554,818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1215,669,546,392,237,155,412,211,201,411,221,190,-,-,-,388,190,198,840,450,390,252,140,112,278,148,130,308,160,148,2,2,-,233,130,103
99學年,新竹市,7921,3985,3936,2698,1380,1318,2625,1304,1321,2598,1301,1297,-,-,-,2541,1239,1302,5120,2628,2492,1723,886,837,1707,869,838,1690,873,817,-,-,-,1668,827,841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1629,868,761,576,320,256,527,280,247,526,268,258,-,-,-,483,242,241,1172,489,683,399,174,225,391,155,236,382,160,222,-,-,-,390,170,220
99學年,臺中市,19015,9600,9415,6658,3364,3294,6286,3218,3068,6069,3016,3053,2,2,-,6046,2969,3077,10647,5933,4714,3565,1984,1581,3520,1960,1560,3562,1989,1573,-,-,-,3616,1964,1652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3794,1798,1996,1572,787,785,1253,615,638,969,396,573,-,-,-,928,394,534,4574,1869,2705,1521,593,928,1513,643,870,1538,631,907,2,2,-,1502,611,891
99學年,嘉義市,6785,3476,3309,2483,1252,1231,2160,1132,1028,2142,1092,1050,-,-,-,2171,1105,1066,4300,2272,2028,1425,743,682,1421,748,673,1454,781,673,-,-,-,1509,795,714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2485,1204,1281,1058,509,549,739,384,355,688,311,377,-,-,-,662,310,352
99學年,臺南市,14542,7537,7005,4990,2594,2396,4793,2500,2293,4758,2442,2316,1,1,-,4675,2429,2246,8285,4606,3679,2752,1528,1224,2751,1525,1226,2781,1552,1229,1,1,-,2759,1543,1216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660,353,307,207,117,90,224,115,109,229,121,108,-,-,-,221,114,107,5597,2578,3019,2031,949,1082,1818,860,958,1748,769,979,-,-,-,1695,772,923
99學年,金門縣,1005,473,532,343,164,179,351,175,176,311,134,177,-,-,-,265,121,144,1005,473,532,343,164,179,351,175,176,311,134,177,-,-,-,265,121,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,306787,157545,149242,105597,54574,51023,100833,51505,49328,99576,50833,48743,781,633,148,96921,49023,47898,120470,63559,56911,40184,21292,18892,39954,21007,18947,39872,20893,18979,460,367,93,38040,19757,18283,66687,33615,33072,22275,11319,10956,22311,11170,11141,21999,11044,10955,102,82,20,21354,10707,10647,35616,17821,17795,13514,6895,6619,11265,5603,5662,10758,5258,5500,79,65,14,10393,5116,5277,84014,42550,41464,29624,15068,14556,27303,13725,13578,26947,13638,13309,140,119,21,27134,13443,13691
98學年,臺北市,67105,33497,33608,22643,11337,11306,22320,11183,11137,22128,10967,11161,14,10,4,21634,10830,10804,3925,2690,1235,1291,893,398,1345,931,414,1289,866,423,-,-,-,1264,882,382,47283,23641,23642,15821,7993,7828,15803,7892,7911,15655,7755,7900,4,1,3,15256,7662,7594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15897,7166,8731,5531,2451,3080,5172,2360,2812,5184,2346,2838,10,9,1,5114,2286,2828
98學年,高雄市,25744,13382,12362,8801,4597,4204,8392,4293,4099,8426,4386,4040,125,106,19,8112,4097,4015,1015,548,467,279,154,125,278,150,128,431,219,212,27,25,2,416,209,207,19404,9974,9430,6454,3326,3128,6508,3278,3230,6344,3289,3055,98,81,17,6098,3045,3053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5325,2860,2465,2068,1117,951,1606,865,741,1651,878,773,-,-,-,1598,843,755
98學年,臺北縣,38052,19785,18267,13247,6892,6355,12631,6581,6050,12022,6192,5830,152,120,32,11659,5904,5755,14785,8063,6722,5005,2755,2250,4922,2665,2257,4786,2589,2197,72,54,18,4548,2342,2206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10456,5398,5058,3736,1928,1808,3448,1799,1649,3207,1620,1587,65,51,14,3076,1592,1484,12811,6324,6487,4506,2209,2297,4261,2117,2144,4029,1983,2046,15,15,-,4035,1970,2065
98學年,宜蘭縣,6380,3233,3147,2196,1121,1075,2038,1024,1014,2146,1088,1058,-,-,-,1988,1007,981,5257,2472,2785,1712,796,916,1739,826,913,1806,850,956,-,-,-,1662,798,864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,18,8,26,18,8,-,-,-,-,-,-,-,-,-,-,-,-,1097,743,354,458,307,151,299,198,101,340,238,102,-,-,-,326,209,117
98學年,桃園縣,26299,13698,12601,9598,5046,4552,8350,4348,4002,8286,4251,4035,65,53,12,7980,3973,4007,13509,7282,6227,4527,2445,2082,4446,2405,2041,4491,2398,2093,45,34,11,4137,2094,2043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5576,2752,2824,2601,1311,1290,1498,749,749,1477,692,785,-,-,-,1421,709,712,7214,3664,3550,2470,1290,1180,2406,1194,1212,2318,1161,1157,20,19,1,2422,1170,1252
98學年,新竹縣,2732,1339,1393,882,429,453,807,399,408,971,452,519,72,59,13,888,414,474,1897,886,1011,599,277,322,619,286,333,607,264,343,72,59,13,560,244,316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204,115,89,144,74,70,27,20,7,33,21,12,-,-,-,33,22,11,631,338,293,139,78,61,161,93,68,331,167,164,-,-,-,295,148,147
98學年,苗栗縣,4589,2158,2431,1566,729,837,1506,726,780,1517,703,814,-,-,-,1467,675,792,3289,1388,1901,1107,449,658,1085,481,604,1097,458,639,-,-,-,986,423,563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155,120,35,56,46,10,52,43,9,47,31,16,-,-,-,50,36,14,1145,650,495,403,234,169,369,202,167,373,214,159,-,-,-,431,216,215
98學年,臺中縣,17221,9251,7970,5919,3204,2715,5655,2950,2705,5626,3081,2545,21,16,5,5231,2727,2504,5476,2996,2480,1808,994,814,1814,951,863,1834,1035,799,20,16,4,1701,931,770,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3135,1550,1585,1126,563,563,1000,473,527,1009,514,495,-,-,-,981,458,523,8610,4705,3905,2985,1647,1338,2841,1526,1315,2783,1532,1251,1,-,1,2549,1338,1211
98學年,彰化縣,10586,5609,4977,3598,1899,1699,3557,1885,1672,3421,1815,1606,10,10,-,3362,1764,1598,7770,4125,3645,2566,1360,1206,2634,1404,1230,2570,1361,1209,-,-,-,2571,1362,1209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,998,490,508,350,171,179,339,162,177,299,147,152,10,10,-,133,57,76,1818,994,824,682,368,314,584,319,265,552,307,245,-,-,-,658,345,313
98學年,南投縣,3453,1729,1724,1489,752,737,1009,506,503,953,469,484,2,2,-,898,441,457,2027,974,1053,775,375,400,619,302,317,631,295,336,2,2,-,599,295,304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,621,284,337,230,107,123,222,98,124,169,79,90,-,-,-,177,74,103,805,471,334,484,270,214,168,106,62,153,95,58,-,-,-,122,72,50
98學年,雲林縣,7872,4101,3771,2662,1371,1291,2589,1333,1256,2615,1392,1223,6,5,1,2739,1466,1273,4126,2050,2076,1371,698,673,1364,644,720,1385,703,682,6,5,1,1347,682,665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1031,553,478,397,210,187,309,167,142,325,176,149,-,-,-,368,197,171,2715,1498,1217,894,463,431,916,522,394,905,513,392,-,-,-,1024,587,437
98學年,嘉義縣,2376,1141,1235,874,439,435,759,356,403,743,346,397,-,-,-,762,345,417,1128,467,661,380,175,205,374,148,226,374,144,230,-,-,-,376,155,221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367,173,194,170,83,87,98,47,51,99,43,56,-,-,-,95,36,59,881,501,380,324,181,143,287,161,126,270,159,111,-,-,-,291,154,137
98學年,臺南縣,12898,7056,5842,4388,2455,1933,4334,2317,2017,4128,2249,1879,48,35,13,4260,2261,1999,5274,2608,2666,1810,915,895,1793,862,931,1623,796,827,48,35,13,1590,751,839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,941,414,527,339,157,182,305,127,178,297,130,167,-,-,-,286,126,160,6683,4034,2649,2239,1383,856,2236,1328,908,2208,1323,885,-,-,-,2384,1384,1000
98學年,高雄縣,11914,6499,5415,4089,2230,1859,3880,2095,1785,3908,2140,1768,37,34,3,3860,2169,1691,6749,3763,2986,2262,1269,993,2244,1216,1028,2219,1257,962,24,21,3,2120,1219,901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3788,1947,1841,1286,671,615,1227,638,589,1271,634,637,4,4,-,1290,701,589,1377,789,588,541,290,251,409,241,168,418,249,169,9,9,-,450,249,201
98學年,屏東縣,8578,4287,4291,2904,1498,1406,2856,1384,1472,2791,1382,1409,27,23,4,2789,1304,1485,5920,3002,2918,1941,1009,932,1971,981,990,1981,989,992,27,23,4,1905,934,971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499,669,830,526,256,270,527,222,305,446,191,255,-,-,-,465,160,305,1159,616,543,437,233,204,358,181,177,364,202,162,-,-,-,419,210,209
98學年,臺東縣,509,287,222,202,118,84,138,76,62,167,91,76,2,2,-,156,104,52,442,258,184,169,103,66,128,71,57,143,82,61,2,2,-,131,92,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,29,38,33,15,18,10,5,5,24,9,15,-,-,-,25,12,13
98學年,花蓮縣,4514,2304,2210,1519,778,741,1502,775,727,1475,735,740,18,16,2,1352,668,684,2803,1470,1333,909,478,431,945,499,446,933,479,454,16,14,2,878,438,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,95,30,51,42,9,42,31,11,32,22,10,-,-,-,37,22,15,1586,739,847,559,258,301,515,245,270,510,234,276,2,2,-,437,208,229
98學年,澎湖縣,973,480,493,386,190,196,299,150,149,288,140,148,-,-,-,276,137,139,973,480,493,386,190,196,299,150,149,288,140,148,-,-,-,276,137,139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,基隆市,6539,3052,3487,2202,1022,1180,2207,1050,1157,2049,917,1132,81,63,18,1931,877,1054,4332,1863,2469,1471,638,833,1467,653,814,1393,572,821,1,-,1,1352,564,788,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1258,652,606,427,220,207,428,234,194,403,198,205,-,-,-,360,180,180,949,537,412,304,164,140,312,163,149,253,147,106,80,63,17,219,133,86
98學年,新竹市,7866,3911,3955,2653,1322,1331,2628,1315,1313,2582,1274,1308,3,-,3,2463,1190,1273,5125,2608,2517,1715,872,843,1708,882,826,1699,854,845,3,-,3,1648,816,832,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1559,805,754,531,286,245,537,271,266,491,248,243,-,-,-,459,242,217,1182,498,684,407,164,243,383,162,221,392,172,220,-,-,-,356,132,224
98學年,臺中市,18682,9410,9272,6369,3276,3093,6115,3047,3068,6143,3040,3103,55,47,8,6012,3016,2996,10848,6042,4806,3531,1974,1557,3580,2005,1575,3685,2018,1667,52,45,7,3502,1961,1541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3202,1434,1768,1297,638,659,973,398,575,932,398,534,-,-,-,937,382,555,4632,1934,2698,1541,664,877,1562,644,918,1526,624,902,3,2,1,1573,673,900
98學年,嘉義市,6532,3366,3166,2189,1144,1045,2147,1095,1052,2180,1112,1068,16,15,1,2169,1113,1056,4420,2350,2070,1434,753,681,1454,781,673,1516,801,715,16,15,1,1442,746,696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2112,1016,1096,755,391,364,693,314,379,664,311,353,-,-,-,727,367,360
98學年,臺南市,14357,7469,6888,4862,2541,2321,4794,2476,2318,4700,2451,2249,1,1,-,4625,2392,2233,8364,4673,3691,2777,1536,1241,2806,1573,1233,2780,1563,1217,1,1,-,2721,1533,1188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,675,352,323,221,114,107,233,124,109,221,114,107,-,-,-,225,122,103,5318,2444,2874,1864,891,973,1755,779,976,1699,774,925,-,-,-,1679,737,942
98學年,金門縣,1016,501,515,359,184,175,320,141,179,311,160,151,26,16,10,308,149,159,1016,501,515,359,184,175,320,141,179,311,160,151,26,16,10,308,149,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,302741,155136,147605,102500,52421,50079,100912,51783,49129,98683,50393,48290,646,539,107,99165,50053,49112,119695,63048,56647,40251,21153,19098,40255,21189,19066,38764,20355,18409,425,351,74,38721,20027,18694,66836,33752,33084,22327,11136,11191,22424,11362,11062,21986,11172,10814,99,82,17,21375,10516,10859,33065,16418,16647,11477,5722,5755,10980,5408,5572,10598,5278,5320,10,10,-,10360,5264,5096,83145,41918,41227,28445,14410,14035,27253,13824,13429,27335,13588,13747,112,96,16,28709,14246,14463
97學年,臺北市,67236,33703,33533,22480,11179,11301,22578,11298,11280,22163,11213,10950,15,13,2,21446,10489,10957,3921,2700,1221,1339,927,412,1311,884,427,1271,889,382,-,-,-,1251,880,371,47505,23856,23649,15769,7833,7936,16015,8027,7988,15719,7995,7724,2,1,1,15223,7409,7814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15810,7147,8663,5372,2419,2953,5252,2387,2865,5173,2329,2844,13,12,1,4972,2200,2772
97學年,高雄市,25468,13178,12290,8514,4363,4151,8515,4453,4062,8316,4260,4056,123,102,21,8570,4403,4167,1182,627,555,282,152,130,432,221,211,447,238,209,21,16,5,448,234,214,19331,9896,9435,6558,3303,3255,6409,3335,3074,6267,3177,3090,97,81,16,6152,3107,3045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4955,2655,2300,1674,908,766,1674,897,777,1602,845,757,5,5,-,1970,1062,908
97學年,臺北縣,37247,19337,17910,12988,6799,6189,12206,6320,5886,11966,6142,5824,87,76,11,12150,6269,5881,14535,7807,6728,4950,2677,2273,4829,2621,2208,4688,2450,2238,68,59,9,4621,2410,2211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10002,5199,4803,3501,1823,1678,3294,1679,1615,3204,1694,1510,3,3,-,3144,1745,1399,12710,6331,6379,4537,2299,2238,4083,2020,2063,4074,1998,2076,16,14,2,4385,2114,2271
97學年,宜蘭縣,6324,3225,3099,2145,1108,1037,2182,1102,1080,1997,1015,982,-,-,-,2120,1074,1046,5248,2503,2745,1761,841,920,1816,856,960,1671,806,865,-,-,-,1699,807,892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1076,722,354,384,267,117,366,246,120,326,209,117,-,-,-,421,267,154
97學年,桃園縣,24991,12859,12132,8445,4412,4033,8367,4309,4058,8115,4081,4034,64,57,7,8001,4053,3948,13291,7061,6230,4468,2411,2057,4525,2424,2101,4236,2171,2065,62,55,7,4237,2221,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4435,2174,2261,1511,758,753,1497,702,795,1426,713,713,1,1,-,1417,691,726,7265,3624,3641,2466,1243,1223,2345,1183,1162,2453,1197,1256,1,1,-,2347,1141,1206
97學年,新竹縣,2762,1347,1415,809,408,401,982,458,524,933,451,482,38,30,8,943,473,470,1875,867,1008,613,283,330,619,273,346,605,281,324,38,30,8,581,274,307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,65,31,30,22,8,33,21,12,33,22,11,-,-,-,18,8,10,791,415,376,166,103,63,330,164,166,295,148,147,-,-,-,344,191,153
97學年,苗栗縣,4571,2167,2404,1527,735,792,1529,715,814,1515,717,798,-,-,-,1546,663,883,3227,1415,1812,1087,483,604,1107,468,639,1033,464,569,-,-,-,1025,396,629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,122,42,62,50,12,51,35,16,51,37,14,-,-,-,60,37,23,1180,630,550,378,202,176,371,212,159,431,216,215,-,-,-,461,230,231
97學年,臺中縣,16726,8913,7813,5779,3046,2733,5668,3099,2569,5261,2754,2507,18,14,4,5476,2904,2572,5408,2962,2446,1824,958,866,1836,1035,801,1731,956,775,17,13,4,1741,920,821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3029,1470,1559,1028,489,539,1021,523,498,980,458,522,-,-,-,976,479,497,8289,4481,3808,2927,1599,1328,2811,1541,1270,2550,1340,1210,1,1,-,2759,1505,1254
97學年,彰化縣,10417,5515,4902,3582,1895,1687,3453,1838,1615,3382,1782,1600,-,-,-,3469,1817,1652,7797,4146,3651,2633,1402,1231,2585,1375,1210,2579,1369,1210,-,-,-,2561,1358,1203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,804,383,421,349,163,186,310,152,158,145,68,77,-,-,-,155,67,88,1816,986,830,600,330,270,558,311,247,658,345,313,-,-,-,753,392,361
97學年,南投縣,2935,1464,1471,1065,542,523,962,472,490,907,449,458,1,1,-,935,463,472,1878,914,964,639,317,322,633,296,337,605,300,305,1,1,-,630,296,334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,577,257,320,227,101,126,171,80,91,179,76,103,-,-,-,168,93,75,480,293,187,199,124,75,158,96,62,123,73,50,-,-,-,137,74,63
97學年,雲林縣,8012,4228,3784,2622,1346,1276,2635,1402,1233,2749,1475,1274,6,5,1,2694,1478,1216,4115,2040,2075,1371,643,728,1387,706,681,1351,686,665,6,5,1,1401,737,664,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000,536,464,304,162,142,328,177,151,368,197,171,-,-,-,305,166,139,2897,1652,1245,947,541,406,920,519,401,1030,592,438,-,-,-,988,575,413
97學年,嘉義縣,2271,1056,1215,758,358,400,751,352,399,762,346,416,-,-,-,645,352,293,1124,451,673,369,148,221,379,147,232,376,156,220,-,-,-,189,95,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,130,167,102,51,51,100,43,57,95,36,59,-,-,-,160,88,72,850,475,375,287,159,128,272,162,110,291,154,137,-,-,-,296,169,127
97學年,臺南縣,12944,6997,5947,4411,2365,2046,4163,2284,1879,4327,2314,2013,43,34,9,4173,2180,1993,5167,2535,2632,1820,880,940,1649,819,830,1655,802,853,43,34,9,1643,767,876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,894,388,506,308,128,180,299,133,166,287,127,160,-,-,-,283,129,154,6883,4074,2809,2283,1357,926,2215,1332,883,2385,1385,1000,-,-,-,2247,1284,963
97學年,高雄縣,11876,6566,5310,3941,2122,1819,3952,2176,1776,3893,2194,1699,90,74,16,4000,2124,1876,6712,3788,2924,2264,1224,1040,2229,1266,963,2162,1255,907,57,43,14,2137,1130,1007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3849,2014,1835,1247,644,603,1303,660,643,1293,704,589,6,6,-,1311,690,621,1315,764,551,430,254,176,420,250,170,438,235,203,27,25,2,552,304,248
97學年,屏東縣,8588,4171,4417,2919,1418,1501,2809,1391,1418,2845,1349,1496,15,13,2,2807,1291,1516,5957,2973,2984,1991,988,1003,1997,997,1000,1954,975,979,15,13,2,1928,936,992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1484,606,878,561,244,317,453,198,255,470,164,306,-,-,-,463,164,299,1147,592,555,367,186,181,359,196,163,421,210,211,-,-,-,416,191,225
97學年,臺東縣,490,296,194,159,92,67,169,97,72,162,107,55,-,-,-,156,114,42,438,273,165,151,88,63,150,90,60,137,95,42,-,-,-,118,88,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,23,29,8,4,4,19,7,12,25,12,13,-,-,-,38,26,12
97學年,花蓮縣,4449,2271,2178,1549,801,748,1519,769,750,1379,699,680,2,2,-,1402,680,722,2819,1485,1334,956,514,442,959,502,457,904,469,435,-,-,-,926,454,472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,84,39,53,39,14,33,23,10,37,22,15,-,-,-,47,33,14,1507,702,805,540,248,292,527,244,283,438,208,230,2,2,-,429,193,236
97學年,澎湖縣,869,433,436,303,153,150,290,143,147,276,137,139,-,-,-,291,141,150,869,433,436,303,153,150,290,143,147,276,137,139,-,-,-,291,141,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,基隆市,6477,3044,3433,2259,1065,1194,2134,983,1151,2023,946,1077,61,50,11,2100,933,1167,4319,1867,2452,1485,652,833,1453,623,830,1365,576,789,16,16,-,1435,592,843,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1261,654,607,443,243,200,428,212,216,390,199,191,-,-,-,330,142,188,897,523,374,331,170,161,253,148,105,268,171,97,45,34,11,335,199,136
97學年,新竹市,7758,3819,3939,2660,1320,1340,2611,1293,1318,2485,1206,1279,2,-,2,2523,1236,1287,5098,2566,2532,1716,878,838,1723,865,858,1657,823,834,2,-,2,1693,860,833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1512,784,728,541,278,263,501,255,246,470,251,219,-,-,-,413,214,199,1148,469,679,403,164,239,387,173,214,358,132,226,-,-,-,417,162,255
97學年,臺中市,18510,9278,9232,6178,3078,3100,6195,3077,3118,6078,3069,3009,59,54,5,6127,3063,3064,10899,6095,4804,3595,2015,1580,3700,2030,1670,3547,1998,1549,57,52,5,3498,1911,1587,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2867,1195,1672,986,406,580,936,401,535,945,388,557,-,-,-,886,393,493,4744,1988,2756,1597,657,940,1559,646,913,1586,683,903,2,2,-,1743,759,984
97學年,嘉義市,6578,3376,3202,2204,1132,1072,2188,1115,1073,2181,1124,1057,5,5,-,2432,1177,1255,4444,2349,2095,1463,784,679,1525,805,720,1451,755,696,5,5,-,1504,747,757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2134,1027,1107,741,348,393,663,310,353,730,369,361,-,-,-,928,430,498
97學年,臺南市,14221,7391,6830,4854,2525,2329,4731,2466,2265,4636,2400,2236,-,-,-,4837,2517,2320,8351,4689,3662,2822,1576,1246,2798,1572,1226,2731,1541,1190,-,-,-,2842,1614,1228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,671,357,314,224,121,103,222,114,108,225,122,103,-,-,-,224,125,99,5199,2345,2854,1808,828,980,1711,780,931,1680,737,943,-,-,-,1771,778,993
97學年,金門縣,1021,502,519,349,159,190,323,171,152,332,163,169,17,9,8,322,159,163,1021,502,519,349,159,190,323,171,152,332,163,169,17,9,8,322,159,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
