學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計4年級計,總計4年級男,總計4年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立4年級計,國立4年級男,國立4年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立4年級計,直轄市立4年級男,直轄市立4年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立4年級計,縣市立4年級男,縣市立4年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立4年級計,私立4年級男,私立4年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
100學年,屏東縣,10889,6759,4130,3909,2490,1419,3575,2234,1341,3396,2031,1365,-,-,-,9,4,5,3226,1938,1288,5202,3694,1508,1778,1280,498,1712,1245,467,1709,1166,543,-,-,-,3,3,-,1640,1101,539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5687,3065,2622,2131,1210,921,1863,989,874,1687,865,822,-,-,-,6,1,5,1586,837,749
100學年,臺東縣,2082,1488,594,732,543,189,693,499,194,644,435,209,-,-,-,13,11,2,648,415,233,1234,907,327,387,298,89,409,310,99,426,289,137,-,-,-,12,10,2,421,271,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,848,581,267,345,245,100,284,189,95,218,146,72,-,-,-,1,1,-,227,144,83
100學年,花蓮縣,4969,2887,2082,1752,1045,707,1674,943,731,1542,898,644,-,-,-,1,1,-,1373,745,628,3911,2196,1715,1380,811,569,1306,709,597,1224,675,549,-,-,-,1,1,-,1137,582,555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1058,691,367,372,234,138,368,234,134,318,223,95,-,-,-,-,-,-,236,163,73
100學年,澎湖縣,1764,1019,745,608,372,236,570,328,242,586,319,267,-,-,-,-,-,-,502,275,227,1764,1019,745,608,372,236,570,328,242,586,319,267,-,-,-,-,-,-,502,275,227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,基隆市,8732,4443,4289,3026,1599,1427,2889,1512,1377,2812,1329,1483,-,-,-,5,3,2,2736,1336,1400,3081,1464,1617,1047,546,501,1023,500,523,1011,418,593,-,-,-,-,-,-,1003,407,596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5651,2979,2672,1979,1053,926,1866,1012,854,1801,911,890,-,-,-,5,3,2,1733,929,804
100學年,新竹市,5511,2788,2723,2144,1156,988,1887,998,889,1480,634,846,-,-,-,-,-,-,1477,655,822,1784,978,806,596,331,265,608,336,272,580,311,269,-,-,-,-,-,-,580,303,277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,43,77,120,43,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3607,1767,1840,1428,782,646,1279,662,617,900,323,577,-,-,-,-,-,-,897,352,545
100學年,嘉義市,9387,4184,5203,3493,1621,1872,2990,1330,1660,2901,1230,1671,-,-,-,3,3,-,2979,1183,1796,4834,1952,2882,1743,736,1007,1573,609,964,1515,604,911,-,-,-,3,3,-,1539,538,1001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4553,2232,2321,1750,885,865,1417,721,696,1386,626,760,-,-,-,-,-,-,1440,645,795
100學年,金門縣,1112,657,455,392,229,163,377,213,164,343,215,128,-,-,-,-,-,-,296,157,139,1112,657,455,392,229,163,377,213,164,343,215,128,-,-,-,-,-,-,296,157,139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,362514,201424,161090,130424,73387,57037,117642,65050,52592,113264,62254,51010,832,440,392,352,293,59,104927,57841,47086,104327,60751,43576,35777,21175,14602,34524,20167,14357,33884,19293,14591,-,-,-,142,116,26,32472,18567,13905,25384,16530,8854,8510,5601,2909,8182,5414,2768,8007,5141,2866,672,363,309,13,11,2,7643,4805,2838,2351,848,1503,824,321,503,800,286,514,725,240,485,-,-,-,2,1,1,660,186,474,230452,123295,107157,85313,46290,39023,74136,39183,34953,70648,37580,33068,160,77,83,195,165,30,64152,34283,29869
99學年,臺北市,47210,26452,20758,16569,9294,7275,15272,8604,6668,14599,8109,6490,672,363,309,98,82,16,13656,7453,6203,472,151,321,177,58,119,148,40,108,140,49,91,-,-,-,7,4,3,129,36,93,17317,11795,5522,5715,3939,1776,5543,3864,1679,5381,3623,1758,672,363,309,6,6,-,5123,3390,1733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29421,14506,14915,10677,5297,5380,9581,4700,4881,9078,4437,4641,-,-,-,85,72,13,8404,4027,4377
99學年,高雄市,26915,13945,12970,10072,5247,4825,8752,4568,4184,8082,4123,3959,-,-,-,9,7,2,8018,3984,4034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,39,23,8067,4735,3332,2795,1662,1133,2639,1550,1089,2626,1518,1108,-,-,-,7,5,2,2520,1415,1105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18848,9210,9638,7277,3585,3692,6113,3018,3095,5456,2605,2851,-,-,-,2,2,-,5436,2530,2906
99學年,臺北縣,45786,24944,20842,16374,9090,7284,14692,7963,6729,14501,7764,6737,160,77,83,59,50,9,13324,6929,6395,8458,5836,2622,2882,2013,869,2783,1919,864,2782,1894,888,-,-,-,11,10,1,2544,1725,819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2203,779,1424,751,286,465,725,252,473,725,240,485,-,-,-,2,1,1,660,186,474,35125,18329,16796,12741,6791,5950,11184,5792,5392,10994,5630,5364,160,77,83,46,39,7,10120,5018,5102
99學年,宜蘭縣,5432,3378,2054,1896,1191,705,1798,1121,677,1735,1064,671,-,-,-,3,2,1,1625,963,662,5432,3378,2054,1896,1191,705,1798,1121,677,1735,1064,671,-,-,-,3,2,1,1625,963,662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,桃園縣,33271,18112,15159,12199,6748,5451,10780,5812,4968,10282,5543,4739,-,-,-,10,9,1,9972,5338,4634,6086,3312,2774,2098,1170,928,2014,1100,914,1974,1042,932,-,-,-,-,-,-,1895,1003,892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27185,14800,12385,10101,5578,4523,8766,4712,4054,8308,4501,3807,-,-,-,10,9,1,8077,4335,3742
99學年,新竹縣,6476,3962,2514,2326,1433,893,2252,1338,914,1885,1179,706,-,-,-,13,12,1,1785,1082,703,752,384,368,247,127,120,248,135,113,255,120,135,-,-,-,2,2,-,228,105,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,69,79,73,35,38,75,34,41,-,-,-,-,-,-,-,-,-,-,-,-,5576,3509,2067,2006,1271,735,1929,1169,760,1630,1059,571,-,-,-,11,10,1,1557,977,580
99學年,苗栗縣,8757,4892,3865,3159,1752,1407,2989,1702,1287,2606,1436,1170,-,-,-,3,2,1,2354,1381,973,4288,2321,1967,1477,786,691,1464,797,667,1345,737,608,-,-,-,2,1,1,1247,726,521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4469,2571,1898,1682,966,716,1525,905,620,1261,699,562,-,-,-,1,1,-,1107,655,452
99學年,臺中縣,31654,18435,13219,11577,6648,4929,10597,6201,4396,9460,5574,3886,-,-,-,20,12,8,9035,5323,3712,7806,5291,2515,2688,1850,838,2554,1708,846,2557,1728,829,-,-,-,7,5,2,2521,1716,805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23848,13144,10704,8889,4798,4091,8043,4493,3550,6903,3846,3057,-,-,-,13,7,6,6514,3607,2907
99學年,彰化縣,23783,13416,10367,8298,4703,3595,7576,4232,3344,7890,4463,3427,-,-,-,19,18,1,7093,3954,3139,11775,6607,5168,3945,2233,1712,3922,2194,1728,3889,2162,1727,-,-,-,19,18,1,3749,2100,1649,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12008,6809,5199,4353,2470,1883,3654,2038,1616,4001,2301,1700,-,-,-,-,-,-,3344,1854,1490
99學年,南投縣,7323,3758,3565,2883,1543,1340,2379,1190,1189,2061,1025,1036,-,-,-,-,-,-,1874,907,967,5209,2586,2623,1990,1033,957,1723,835,888,1496,718,778,-,-,-,-,-,-,1466,706,760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2114,1172,942,893,510,383,656,355,301,565,307,258,-,-,-,-,-,-,408,201,207
99學年,雲林縣,9993,5864,4129,3501,2059,1442,3265,1892,1373,3210,1901,1309,-,-,-,17,12,5,3101,1853,1248,5350,3093,2257,1808,1045,763,1736,1029,707,1789,1007,782,-,-,-,17,12,5,1741,984,757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4643,2771,1872,1693,1014,679,1529,863,666,1421,894,527,-,-,-,-,-,-,1360,869,491
99學年,嘉義縣,7064,4677,2387,2471,1661,810,2239,1498,741,2354,1518,836,-,-,-,-,-,-,2178,1406,772,1904,1591,313,617,532,85,642,537,105,645,522,123,-,-,-,-,-,-,559,464,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5160,3086,2074,1854,1129,725,1597,961,636,1709,996,713,-,-,-,-,-,-,1619,942,677
99學年,臺南縣,11179,7707,3472,3565,2515,1050,3728,2558,1170,3875,2624,1251,-,-,-,11,10,1,3632,2452,1180,8005,5847,2158,2612,1929,683,2691,2005,686,2691,1903,788,-,-,-,11,10,1,2736,1932,804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3174,1860,1314,953,586,367,1037,553,484,1184,721,463,-,-,-,-,-,-,896,520,376
99學年,高雄縣,17697,11042,6655,6609,4273,2336,5382,3237,2145,5702,3528,2174,-,-,-,4,4,-,5283,3276,2007,5605,3033,2572,1919,1080,839,1845,988,857,1838,962,876,-,-,-,3,3,-,1767,874,893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12092,8009,4083,4690,3193,1497,3537,2249,1288,3864,2566,1298,-,-,-,1,1,-,3516,2402,1114
99學年,屏東縣,10978,6737,4241,4102,2578,1524,3538,2137,1401,3327,2013,1314,-,-,-,11,9,2,2925,1753,1172,5236,3660,1576,1798,1317,481,1735,1188,547,1692,1146,546,-,-,-,11,9,2,1619,1108,511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5742,3077,2665,2304,1261,1043,1803,949,854,1635,867,768,-,-,-,-,-,-,1306,645,661
99學年,臺東縣,2206,1536,670,784,578,206,708,487,221,703,463,240,-,-,-,11,8,3,613,383,230,1384,978,406,445,339,106,469,324,145,460,308,152,-,-,-,10,7,3,384,250,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,822,558,264,339,239,100,239,163,76,243,155,88,-,-,-,1,1,-,229,133,96
99學年,花蓮縣,5341,3114,2227,1995,1158,837,1738,1032,706,1576,897,679,-,-,-,32,27,5,1478,821,657,3929,2169,1760,1405,777,628,1268,705,563,1224,660,564,-,-,-,32,27,5,1181,617,564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1412,945,467,590,381,209,470,327,143,352,237,115,-,-,-,-,-,-,297,204,93
99學年,澎湖縣,1801,1035,766,644,387,257,615,341,274,540,305,235,-,-,-,2,2,-,501,268,233,1801,1035,766,644,387,257,615,341,274,540,305,235,-,-,-,2,2,-,501,268,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,基隆市,8793,4415,4378,3072,1631,1441,2904,1390,1514,2809,1387,1422,-,-,-,8,7,1,2459,1255,1204,3083,1349,1734,1031,497,534,1038,437,601,1014,415,599,-,-,-,-,-,-,797,338,459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5710,3066,2644,2041,1134,907,1866,953,913,1795,972,823,-,-,-,8,7,1,1662,917,745
99學年,新竹市,5154,2502,2652,2111,1160,951,1532,665,867,1510,677,833,-,-,-,1,-,1,1399,604,795,1802,975,827,626,348,278,585,317,268,590,310,280,-,-,-,1,-,1,561,297,264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3352,1527,1825,1485,812,673,947,348,599,920,367,553,-,-,-,-,-,-,838,307,531
99學年,臺中市,20457,9733,10724,7168,3438,3730,6704,3254,3450,6566,3023,3543,-,-,-,19,18,1,5452,3143,2309,6792,3850,2942,2337,1316,1021,2243,1292,951,2210,1240,970,-,-,-,2,2,-,2208,1322,886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13665,5883,7782,4831,2122,2709,4461,1962,2499,4356,1783,2573,-,-,-,17,16,1,3244,1821,1423
99學年,嘉義市,9221,3950,5271,3207,1458,1749,3002,1285,1717,3010,1205,1805,-,-,-,2,2,-,2749,1138,1611,4697,1789,2908,1610,618,992,1533,620,913,1552,549,1003,-,-,-,2,2,-,1562,557,1005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4524,2161,2363,1597,840,757,1469,665,804,1458,656,802,-,-,-,-,-,-,1187,581,606
99學年,臺南市,14937,7183,7754,5461,2624,2837,4834,2315,2519,4642,2244,2398,-,-,-,-,-,-,4122,2014,2108,3375,881,2494,1144,311,833,1104,307,797,1127,263,864,-,-,-,-,-,-,1091,276,815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11562,6302,5260,4317,2313,2004,3730,2008,1722,3515,1981,1534,-,-,-,-,-,-,3031,1738,1293
99學年,金門縣,1086,635,451,381,218,163,366,228,138,339,189,150,-,-,-,-,-,-,299,161,138,1086,635,451,381,218,163,366,228,138,339,189,150,-,-,-,-,-,-,299,161,138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,354608,197745,156863,127244,71304,55940,117114,64793,52321,107588,59865,47723,810,389,421,1852,1394,458,103064,56560,46504,103506,60033,43473,35351,20729,14622,34399,19694,14705,33149,19119,14030,-,-,-,607,491,116,31923,18225,13698,25405,16461,8944,8445,5615,2830,8191,5286,2905,7993,5135,2858,652,314,338,124,111,13,7467,4674,2793,2262,763,1499,818,298,520,730,242,488,714,223,491,-,-,-,-,-,-,668,192,476,223435,120488,102947,82630,44662,37968,73794,39571,34223,65732,35388,30344,158,75,83,1121,792,329,63006,33469,29537
98學年,臺北市,46663,26261,20402,16548,9469,7079,15151,8477,6674,14163,7878,6285,652,314,338,149,123,26,13686,7449,6237,432,131,301,152,40,112,144,51,93,131,37,94,-,-,-,5,3,2,107,32,75,17279,11701,5578,5731,4015,1716,5517,3732,1785,5358,3621,1737,652,314,338,21,19,2,4987,3293,1694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28952,14429,14523,10665,5414,5251,9490,4694,4796,8674,4220,4454,-,-,-,123,101,22,8592,4124,4468
98學年,高雄市,26849,13877,12972,9851,5159,4692,8500,4363,4137,8294,4194,4100,-,-,-,204,161,43,7591,3780,3811,66,43,23,-,-,-,-,-,-,65,42,23,-,-,-,1,1,-,71,54,17,8126,4760,3366,2714,1600,1114,2674,1554,1120,2635,1514,1121,-,-,-,103,92,11,2480,1381,1099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18657,9074,9583,7137,3559,3578,5826,2809,3017,5594,2638,2956,-,-,-,100,68,32,5040,2345,2695
98學年,臺北縣,45579,24575,21004,16140,8873,7267,15031,8073,6958,13755,7216,6539,158,75,83,495,338,157,12744,6678,6066,8401,5777,2624,2870,1978,892,2833,1933,900,2613,1787,826,-,-,-,85,79,6,2496,1719,777,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2183,727,1456,739,262,477,730,242,488,714,223,491,-,-,-,-,-,-,668,192,476,34995,18071,16924,12531,6633,5898,11468,5898,5570,10428,5206,5222,158,75,83,410,259,151,9580,4767,4813
98學年,宜蘭縣,5369,3319,2050,1873,1171,702,1774,1098,676,1701,1030,671,-,-,-,21,20,1,1635,952,683,5369,3319,2050,1873,1171,702,1774,1098,676,1701,1030,671,-,-,-,21,20,1,1635,952,683,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,桃園縣,32006,17423,14583,11306,6216,5090,10543,5719,4824,10125,5458,4667,-,-,-,32,30,2,9441,5048,4393,6011,3253,2758,2069,1143,926,1988,1053,935,1927,1030,897,-,-,-,27,27,-,1708,875,833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25995,14170,11825,9237,5073,4164,8555,4666,3889,8198,4428,3770,-,-,-,5,3,2,7733,4173,3560
98學年,新竹縣,6309,3859,2450,2512,1502,1010,1963,1230,733,1803,1102,701,-,-,-,31,25,6,1786,1093,693,745,367,378,253,134,119,261,125,136,231,108,123,-,-,-,-,-,-,232,100,132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,36,43,79,36,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5485,3456,2029,2180,1332,848,1702,1105,597,1572,994,578,-,-,-,31,25,6,1554,993,561
98學年,苗栗縣,8302,4765,3537,3155,1808,1347,2690,1503,1187,2415,1427,988,-,-,-,42,27,15,2406,1373,1033,4107,2299,1808,1459,788,671,1367,758,609,1271,747,524,-,-,-,10,6,4,1232,684,548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4195,2466,1729,1696,1020,676,1323,745,578,1144,680,464,-,-,-,32,21,11,1174,689,485
98學年,臺中縣,30343,17971,12372,11276,6650,4626,9741,5775,3966,9201,5441,3760,-,-,-,125,105,20,8998,5207,3791,7757,5247,2510,2597,1732,865,2584,1749,835,2566,1756,810,-,-,-,10,10,-,2492,1692,800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22586,12724,9862,8679,4918,3761,7157,4026,3131,6635,3685,2950,-,-,-,115,95,20,6506,3515,2991
98學年,彰化縣,23249,13106,10143,8025,4528,3497,8048,4566,3482,7160,4003,3157,-,-,-,16,9,7,6880,3668,3212,11705,6558,5147,3988,2235,1753,3914,2182,1732,3787,2132,1655,-,-,-,16,9,7,3790,2085,1705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11544,6548,4996,4037,2293,1744,4134,2384,1750,3373,1871,1502,-,-,-,-,-,-,3090,1583,1507
98學年,南投縣,6666,3318,3348,2543,1270,1273,2114,1058,1056,1952,965,987,-,-,-,57,25,32,1955,991,964,4729,2286,2443,1721,830,891,1521,733,788,1486,722,764,-,-,-,1,1,-,1647,836,811,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1937,1032,905,822,440,382,593,325,268,466,243,223,-,-,-,56,24,32,308,155,153
98學年,雲林縣,10197,6101,4096,3576,2111,1465,3358,2003,1355,3162,1898,1264,-,-,-,101,89,12,3019,1865,1154,5422,3154,2268,1756,1047,709,1807,1025,782,1758,993,765,-,-,-,101,89,12,1611,957,654,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4775,2947,1828,1820,1064,756,1551,978,573,1404,905,499,-,-,-,-,-,-,1408,908,500
98學年,嘉義縣,7188,4721,2467,2462,1654,808,2488,1617,871,2238,1450,788,-,-,-,-,-,-,2295,1457,838,1851,1528,323,632,526,106,648,528,120,571,474,97,-,-,-,-,-,-,614,508,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5337,3193,2144,1830,1128,702,1840,1089,751,1667,976,691,-,-,-,-,-,-,1681,949,732
98學年,臺南縣,11479,7789,3690,3875,2642,1233,3922,2656,1266,3673,2484,1189,-,-,-,9,7,2,3634,2468,1166,8238,5932,2306,2743,2042,701,2721,1927,794,2765,1956,809,-,-,-,9,7,2,2579,1821,758,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3241,1857,1384,1132,600,532,1201,729,472,908,528,380,-,-,-,-,-,-,1055,647,408
98學年,高雄縣,17379,10823,6556,6016,3731,2285,5911,3684,2227,5410,3372,2038,-,-,-,42,36,6,5067,3179,1888,5583,2931,2652,1873,1011,862,1857,977,880,1813,908,905,-,-,-,40,35,5,1710,829,881,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11796,7892,3904,4143,2720,1423,4054,2707,1347,3597,2464,1133,-,-,-,2,1,1,3357,2350,1007
98學年,屏東縣,10565,6404,4161,4003,2436,1567,3472,2098,1374,2999,1810,1189,-,-,-,91,60,31,2834,1757,1077,5256,3597,1659,1796,1235,561,1723,1172,551,1661,1142,519,-,-,-,76,48,28,1570,1092,478,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5309,2807,2502,2207,1201,1006,1749,926,823,1338,668,670,-,-,-,15,12,3,1264,665,599
98學年,臺東縣,2375,1629,746,840,598,242,751,504,247,690,452,238,-,-,-,94,75,19,580,372,208,1531,1065,466,531,381,150,491,332,159,442,303,139,-,-,-,67,49,18,411,277,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,844,564,280,309,217,92,260,172,88,248,149,99,-,-,-,27,26,1,169,95,74
