學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
98學年,桃園縣,14174,8270,5904,4885,2864,2021,4682,2733,1949,4607,2673,1934,-,-,-,4448,2580,1868,2549,1442,1107,872,514,358,830,467,363,847,461,386,-,-,-,799,406,393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11625,6828,4797,4013,2350,1663,3852,2266,1586,3760,2212,1548,-,-,-,3649,2174,1475
98學年,新竹縣,2558,1589,969,794,557,237,903,551,352,861,481,380,-,-,-,900,525,375,238,84,154,82,30,52,79,24,55,77,30,47,-,-,-,85,25,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2320,1505,815,712,527,185,824,527,297,784,451,333,-,-,-,815,500,315
98學年,苗栗縣,1927,997,930,557,296,261,675,343,332,695,358,337,-,-,-,735,357,378,544,154,390,205,70,135,188,43,145,151,41,110,-,-,-,174,38,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1383,843,540,352,226,126,487,300,187,544,317,227,-,-,-,561,319,242
98學年,臺中縣,7532,4990,2542,2702,1805,897,2520,1702,818,2310,1483,827,-,-,-,2311,1475,836,2473,1588,885,929,610,319,825,538,287,719,440,279,-,-,-,723,438,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5059,3402,1657,1773,1195,578,1695,1164,531,1591,1043,548,-,-,-,1588,1037,551
98學年,彰化縣,7019,3951,3068,2556,1480,1076,2322,1240,1082,2141,1231,910,-,-,-,2314,1180,1134,5458,2920,2538,2077,1145,932,1781,917,864,1600,858,742,-,-,-,1693,802,891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1561,1031,530,479,335,144,541,323,218,541,373,168,-,-,-,621,378,243
98學年,南投縣,2069,1117,952,792,468,324,666,339,327,611,310,301,-,-,-,626,311,315,1972,1058,914,756,454,302,641,323,318,575,281,294,-,-,-,576,274,302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,59,38,36,14,22,25,16,9,36,29,7,-,-,-,50,37,13
98學年,雲林縣,1110,707,403,400,244,156,360,239,121,350,224,126,-,-,-,325,187,138,617,341,276,247,138,109,197,110,87,173,93,80,-,-,-,188,88,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,33,36,27,14,13,18,10,8,24,9,15,-,-,-,19,12,7,424,333,91,126,92,34,145,119,26,153,122,31,-,-,-,118,87,31
98學年,嘉義縣,277,196,81,126,89,37,84,62,22,67,45,22,-,-,-,68,36,32,162,109,53,55,36,19,58,38,20,49,35,14,-,-,-,35,18,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,87,28,71,53,18,26,24,2,18,10,8,-,-,-,33,18,15
98學年,臺南縣,2042,1243,799,629,397,232,717,442,275,696,404,292,-,-,-,709,391,318,1426,823,603,470,271,199,498,294,204,458,258,200,-,-,-,488,264,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,616,420,196,159,126,33,219,148,71,238,146,92,-,-,-,221,127,94
98學年,高雄縣,2139,1286,853,661,393,268,697,416,281,781,477,304,-,-,-,832,495,337,1304,751,553,428,247,181,425,239,186,451,265,186,-,-,-,451,255,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,835,535,300,233,146,87,272,177,95,330,212,118,-,-,-,381,240,141
98學年,屏東縣,2037,1311,726,725,489,236,744,465,279,568,357,211,-,-,-,517,330,187,795,575,220,283,201,82,277,199,78,235,175,60,-,-,-,197,147,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1242,736,506,442,288,154,467,266,201,333,182,151,-,-,-,320,183,137
98學年,臺東縣,493,263,230,175,91,84,178,95,83,140,77,63,-,-,-,161,81,80,478,258,220,175,91,84,163,90,73,140,77,63,-,-,-,161,81,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,5,10,-,-,-,15,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,花蓮縣,1495,843,652,641,357,284,474,284,190,380,202,178,-,-,-,381,214,167,910,537,373,381,227,154,286,175,111,243,135,108,-,-,-,260,137,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585,306,279,260,130,130,188,109,79,137,67,70,-,-,-,121,77,44
98學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,基隆市,1881,925,956,752,385,367,601,277,324,528,263,265,-,-,-,516,245,271,1243,485,758,511,213,298,381,135,246,351,137,214,-,-,-,367,141,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,638,440,198,241,172,69,220,142,78,177,126,51,-,-,-,149,104,45
98學年,新竹市,3008,1722,1286,1003,571,432,1015,592,423,990,559,431,-,-,-,1034,575,459,611,337,274,233,126,107,192,102,90,186,109,77,-,-,-,195,113,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,85,75,76,36,40,42,28,14,42,21,21,-,-,-,35,15,20,2237,1300,937,694,409,285,781,462,319,762,429,333,-,-,-,804,447,357
98學年,臺中市,7956,3873,4083,2771,1367,1404,2689,1330,1359,2496,1176,1320,-,-,-,2396,1185,1211,3407,1397,2010,1230,533,697,1110,465,645,1067,399,668,-,-,-,1016,371,645,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4549,2476,2073,1541,834,707,1579,865,714,1429,777,652,-,-,-,1380,814,566
98學年,嘉義市,961,617,344,339,248,91,327,197,130,295,172,123,-,-,-,369,219,150,693,422,271,263,186,77,208,114,94,222,122,100,-,-,-,244,136,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268,195,73,76,62,14,119,83,36,73,50,23,-,-,-,125,83,42
98學年,臺南市,2704,1476,1228,901,511,390,905,490,415,898,475,423,-,-,-,972,581,391,1587,782,805,595,323,272,511,239,272,481,220,261,-,-,-,503,241,262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1117,694,423,306,188,118,394,251,143,417,255,162,-,-,-,469,340,129
98學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,98376,55333,43043,35443,20415,15028,31582,17634,13948,31253,17202,14051,98,82,16,29962,16322,13640,33090,17572,15518,12489,6978,5511,10438,5497,4941,10163,5097,5066,-,-,-,9775,4845,4930,4021,2374,1647,1402,825,577,1379,831,548,1239,717,522,1,1,-,1095,669,426,1474,481,993,549,184,365,460,154,306,465,143,322,-,-,-,504,202,302,59791,34906,24885,21003,12428,8575,19305,11152,8153,19386,11245,8141,97,81,16,18588,10606,7982
97學年,臺北市,11641,6122,5519,4049,2099,1950,3755,1921,1834,3740,2021,1719,97,81,16,3217,1664,1553,671,145,526,222,51,171,220,41,179,229,53,176,-,-,-,217,38,179,908,751,157,311,262,49,339,275,64,258,214,44,-,-,-,207,165,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10062,5226,4836,3516,1786,1730,3196,1605,1591,3253,1754,1499,97,81,16,2793,1461,1332
97學年,高雄市,5494,3076,2418,1761,1016,745,1773,982,791,1959,1077,882,1,1,-,1940,1073,867,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3113,1623,1490,1091,563,528,1040,556,484,981,503,478,1,1,-,888,504,384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2381,1453,928,670,453,217,733,426,307,978,574,404,-,-,-,1052,569,483
97學年,臺北縣,14360,7934,6426,5096,2902,2194,4638,2599,2039,4626,2433,2193,-,-,-,4514,2428,2086,2644,1814,830,980,691,289,814,536,278,850,587,263,-,-,-,795,554,241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1254,369,885,452,130,322,393,123,270,409,116,293,-,-,-,406,157,249,10462,5751,4711,3664,2081,1583,3431,1940,1491,3367,1730,1637,-,-,-,3313,1717,1596
97學年,宜蘭縣,2369,1315,1054,992,607,385,665,351,314,712,357,355,-,-,-,776,375,401,2369,1315,1054,992,607,385,665,351,314,712,357,355,-,-,-,776,375,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,桃園縣,14906,8700,6206,5430,3165,2265,4889,2858,2031,4587,2677,1910,-,-,-,4296,2474,1822,2642,1459,1183,935,546,389,892,498,394,815,415,400,-,-,-,798,393,405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12264,7241,5023,4495,2619,1876,3997,2360,1637,3772,2262,1510,-,-,-,3498,2081,1417
97學年,新竹縣,2869,1726,1143,1037,671,366,913,515,398,919,540,379,-,-,-,1044,576,468,248,82,166,84,25,59,79,32,47,85,25,60,-,-,-,93,30,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2621,1644,977,953,646,307,834,483,351,834,515,319,-,-,-,951,546,405
97學年,苗栗縣,2227,1148,1079,728,386,342,740,390,350,759,372,387,-,-,-,775,372,403,527,130,397,190,43,147,161,49,112,176,38,138,-,-,-,198,57,141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1700,1018,682,538,343,195,579,341,238,583,334,249,-,-,-,577,315,262
97學年,臺中縣,7531,4891,2640,2770,1863,907,2401,1525,876,2360,1503,857,-,-,-,2240,1385,855,2495,1564,931,972,635,337,775,472,303,748,457,291,-,-,-,660,390,270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5036,3327,1709,1798,1228,570,1626,1053,573,1612,1046,566,-,-,-,1580,995,585
97學年,彰化縣,7393,4084,3309,2750,1556,1194,2292,1325,967,2351,1203,1148,-,-,-,2207,1141,1066,5636,2957,2679,2158,1177,981,1759,961,798,1719,819,900,-,-,-,1583,755,828,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1757,1127,630,592,379,213,533,364,169,632,384,248,-,-,-,624,386,238
97學年,南投縣,2076,1079,997,777,423,354,649,333,316,650,323,327,-,-,-,629,300,329,1956,986,970,743,397,346,614,304,310,599,285,314,-,-,-,588,273,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,93,27,34,26,8,35,29,6,51,38,13,-,-,-,41,27,14
97學年,雲林縣,1151,727,424,457,309,148,359,224,135,335,194,141,-,-,-,322,181,141,671,364,307,283,172,111,193,100,93,195,92,103,-,-,-,174,82,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,33,31,22,12,10,23,9,14,19,12,7,-,-,-,20,6,14,416,330,86,152,125,27,143,115,28,121,90,31,-,-,-,128,93,35
97學年,嘉義縣,237,155,82,95,69,26,73,50,23,69,36,33,-,-,-,106,71,35,163,105,58,72,47,25,55,40,15,36,18,18,-,-,-,58,40,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,50,24,23,22,1,18,10,8,33,18,15,-,-,-,48,31,17
97學年,臺南縣,2337,1355,982,814,482,332,794,464,330,729,409,320,-,-,-,729,426,303,1657,937,720,603,350,253,552,310,242,502,277,225,-,-,-,530,290,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,680,418,262,211,132,79,242,154,88,227,132,95,-,-,-,199,136,63
97學年,高雄縣,2453,1476,977,781,483,298,817,498,319,855,495,360,-,-,-,811,446,365,1422,803,619,477,272,205,486,285,201,459,246,213,-,-,-,476,260,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1031,673,358,304,211,93,331,213,118,396,249,147,-,-,-,335,186,149
97學年,屏東縣,2060,1300,760,834,529,305,657,404,253,569,367,202,-,-,-,563,354,209,807,590,217,316,229,87,275,203,72,216,158,58,-,-,-,223,157,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1253,710,543,518,300,218,382,201,181,353,209,144,-,-,-,340,197,143
97學年,臺東縣,553,297,256,225,128,97,160,84,76,168,85,83,-,-,-,152,72,80,534,291,243,206,122,84,160,84,76,168,85,83,-,-,-,134,66,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,6,13,19,6,13,-,-,-,-,-,-,-,-,-,18,6,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,花蓮縣,1423,811,612,577,355,222,440,231,209,406,225,181,-,-,-,315,189,126,937,535,402,383,237,146,277,152,125,277,146,131,-,-,-,192,112,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,486,276,210,194,118,76,163,79,84,129,79,50,-,-,-,123,77,46
97學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,基隆市,1834,896,938,744,364,380,561,275,286,529,257,272,-,-,-,448,225,223,1221,475,746,469,181,288,380,147,233,372,147,225,-,-,-,291,113,178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,613,421,192,275,183,92,181,128,53,157,110,47,-,-,-,157,112,45
97學年,新竹市,3307,1898,1409,1147,679,468,1085,622,463,1075,597,478,-,-,-,995,547,448,642,374,268,219,123,96,225,135,90,198,116,82,-,-,-,162,82,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,73,64,56,36,20,44,22,22,37,15,22,-,-,-,60,33,27,2528,1451,1077,872,520,352,816,465,351,840,466,374,-,-,-,773,432,341
97學年,臺中市,8164,4065,4099,3018,1538,1480,2684,1302,1382,2462,1225,1237,-,-,-,2330,1135,1195,3431,1389,2042,1285,579,706,1115,430,685,1031,380,651,-,-,-,966,344,622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4733,2676,2057,1733,959,774,1569,872,697,1431,845,586,-,-,-,1364,791,573
97學年,嘉義市,1034,633,401,352,224,128,303,182,121,379,227,152,-,-,-,445,251,194,747,436,311,267,164,103,231,134,97,249,138,111,-,-,-,286,136,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287,197,90,85,60,25,72,48,24,130,89,41,-,-,-,159,115,44
97學年,臺南市,2957,1645,1312,1009,567,442,934,499,435,1014,579,435,-,-,-,1108,637,471,1670,821,849,633,330,303,510,233,277,527,258,269,-,-,-,575,298,277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1287,824,463,376,237,139,424,266,158,487,321,166,-,-,-,533,339,194
97學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
""
