學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
98學年,桃園縣,9510,5482,4028,2905,1679,1226,3204,1842,1362,3382,1944,1438,19,17,2,3440,1932,1508,2507,1246,1261,809,390,419,847,426,421,851,430,421,-,-,-,727,340,387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7003,4236,2767,2096,1289,807,2357,1416,941,2531,1514,1017,19,17,2,2713,1592,1121
98學年,新竹縣,4985,2505,2480,1597,854,743,1723,850,873,1664,801,863,1,-,1,1649,840,809,2151,1084,1067,716,382,334,726,349,377,709,353,356,-,-,-,693,365,328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,175,219,-,-,-,196,91,105,197,84,113,1,-,1,194,91,103,2440,1246,1194,881,472,409,801,410,391,758,364,394,-,-,-,762,384,378
98學年,苗栗縣,5099,2370,2729,1688,805,883,1687,771,916,1724,794,930,-,-,-,1653,768,885,2136,893,1243,617,265,352,769,325,444,750,303,447,-,-,-,724,288,436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1031,417,614,360,153,207,343,124,219,328,140,188,-,-,-,296,120,176,1932,1060,872,711,387,324,575,322,253,646,351,295,-,-,-,633,360,273
98學年,臺中縣,7935,3776,4159,1842,845,997,2935,1379,1556,3149,1545,1604,9,7,2,3197,1585,1612,1501,608,893,503,205,298,492,204,288,506,199,307,-,-,-,492,222,270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,696,284,412,244,109,135,228,95,133,224,80,144,-,-,-,221,90,131,5738,2884,2854,1095,531,564,2215,1080,1135,2419,1266,1153,9,7,2,2484,1273,1211
98學年,彰化縣,5359,2311,3048,1714,747,967,1685,676,1009,1935,871,1064,25,17,8,2006,981,1025,3643,1635,2008,1213,568,645,1206,520,686,1199,530,669,25,17,8,1147,492,655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1716,676,1040,501,179,322,479,156,323,736,341,395,-,-,-,859,489,370
98學年,南投縣,3875,1831,2044,1145,565,580,1380,634,746,1345,629,716,5,3,2,1188,555,633,3875,1831,2044,1145,565,580,1380,634,746,1345,629,716,5,3,2,1188,555,633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,雲林縣,2229,1069,1160,671,293,378,810,411,399,747,365,382,1,-,1,767,397,370,1008,485,523,347,161,186,352,180,172,308,144,164,1,-,1,338,173,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1221,584,637,324,132,192,458,231,227,439,221,218,-,-,-,429,224,205
98學年,嘉義縣,696,381,315,235,126,109,234,130,104,227,125,102,-,-,-,248,130,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,696,381,315,235,126,109,234,130,104,227,125,102,-,-,-,248,130,118
98學年,臺南縣,6602,3047,3555,2149,919,1230,2206,1027,1179,2207,1070,1137,40,31,9,2324,1154,1170,6036,2701,3335,1980,826,1154,2065,944,1121,1951,900,1051,40,31,9,2019,976,1043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566,346,220,169,93,76,141,83,58,256,170,86,-,-,-,305,178,127
98學年,高雄縣,3004,1915,1089,1000,641,359,1018,627,391,986,647,339,-,-,-,857,562,295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3004,1915,1089,1000,641,359,1018,627,391,986,647,339,-,-,-,857,562,295
98學年,屏東縣,2613,1186,1427,873,389,484,847,373,474,868,407,461,25,17,8,1010,408,602,2287,1018,1269,770,335,435,754,324,430,742,344,398,21,15,6,729,278,451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326,168,158,103,54,49,93,49,44,126,63,63,4,2,2,281,130,151
98學年,臺東縣,4413,2133,2280,1511,760,751,1480,682,798,1404,676,728,18,15,3,1336,657,679,3993,2011,1982,1356,718,638,1336,643,693,1286,637,649,15,13,2,1260,629,631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,18,12,12,7,5,8,4,4,10,7,3,-,-,-,10,8,2,390,104,286,143,35,108,136,35,101,108,32,76,3,2,1,66,20,46
98學年,花蓮縣,3646,1787,1859,1336,638,698,1190,595,595,1110,547,563,10,7,3,1029,505,524,699,407,292,283,169,114,225,124,101,191,114,77,-,-,-,185,103,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2947,1380,1567,1053,469,584,965,471,494,919,433,486,10,7,3,844,402,442
98學年,澎湖縣,232,88,144,-,-,-,122,51,71,110,37,73,-,-,-,115,57,58,232,88,144,-,-,-,122,51,71,110,37,73,-,-,-,115,57,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,基隆市,646,145,501,149,34,115,167,31,136,328,80,248,2,-,2,331,69,262,616,134,482,149,34,115,155,30,125,312,70,242,-,-,-,324,69,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,11,19,-,-,-,12,1,11,16,10,6,2,-,2,7,-,7
98學年,新竹市,5461,2762,2699,1831,911,920,1843,929,914,1780,915,865,7,7,-,1646,788,858,948,477,471,324,164,160,312,162,150,307,146,161,5,5,-,304,149,155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,695,322,373,234,114,120,240,109,131,221,99,122,-,-,-,229,103,126,3818,1963,1855,1273,633,640,1291,658,633,1252,670,582,2,2,-,1113,536,577
98學年,臺中市,1226,86,1140,-,-,-,-,-,-,1226,86,1140,-,-,-,1198,80,1118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1226,86,1140,-,-,-,-,-,-,1226,86,1140,-,-,-,1198,80,1118
98學年,嘉義市,2380,995,1385,778,345,433,787,319,468,814,330,484,1,1,-,787,339,448,1676,733,943,549,266,283,564,240,324,562,226,336,1,1,-,548,247,301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,704,262,442,229,79,150,223,79,144,252,104,148,-,-,-,239,92,147
98學年,臺南市,2441,446,1995,733,120,613,784,90,694,924,236,688,-,-,-,949,276,673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2441,446,1995,733,120,613,784,90,694,924,236,688,-,-,-,949,276,673
98學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,連江縣,318,171,147,123,69,54,97,52,45,98,50,48,-,-,-,114,70,44,318,171,147,123,69,54,97,52,45,98,50,48,-,-,-,114,70,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,103575,48820,54755,33319,15632,17687,34649,16315,18334,35382,16721,18661,225,152,73,36746,17152,19594,37815,17550,20265,12842,5856,6986,12597,5864,6733,12246,5743,6503,130,87,43,11747,5427,6320,7906,4208,3698,2644,1378,1266,2686,1418,1268,2555,1401,1154,21,11,10,2461,1352,1109,4674,2061,2613,1594,670,924,1571,708,863,1505,679,826,4,4,-,1553,687,866,53180,25001,28179,16239,7728,8511,17795,8325,9470,19076,8898,10178,70,50,20,20985,9686,11299
97學年,臺北市,9775,4440,5335,3020,1330,1690,2982,1355,1627,3754,1743,2011,19,12,7,4167,1907,2260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4382,2599,1783,1460,851,609,1495,896,599,1425,850,575,2,2,-,1401,868,533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5393,1841,3552,1560,479,1081,1487,459,1028,2329,893,1436,17,10,7,2766,1039,1727
97學年,高雄市,7644,3433,4211,2658,1155,1503,2272,1004,1268,2688,1258,1430,26,16,10,2937,1253,1684,228,102,126,228,102,126,-,-,-,-,-,-,-,-,-,-,-,-,3524,1609,1915,1184,527,657,1191,522,669,1130,551,579,19,9,10,1060,484,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3892,1722,2170,1246,526,720,1081,482,599,1558,707,851,7,7,-,1877,769,1108
97學年,臺北縣,6600,3081,3519,2201,975,1226,2240,1093,1147,2152,1007,1145,7,6,1,2294,1021,1273,1985,952,1033,693,318,375,655,317,338,637,317,320,-,-,-,636,278,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1485,664,821,504,204,300,500,239,261,481,221,260,-,-,-,492,236,256,3130,1465,1665,1004,453,551,1085,537,548,1034,469,565,7,6,1,1166,507,659
97學年,宜蘭縣,1702,884,818,581,287,294,568,302,266,549,294,255,4,1,3,535,286,249,1490,753,737,503,237,266,497,258,239,486,257,229,4,1,3,471,250,221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212,131,81,78,50,28,71,44,27,63,37,26,-,-,-,64,36,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,桃園縣,10260,5916,4344,3293,1921,1372,3441,1996,1445,3524,1997,1527,2,2,-,3681,2157,1524,2475,1235,1240,842,419,423,870,445,425,763,371,392,-,-,-,646,333,313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7785,4681,3104,2451,1502,949,2571,1551,1020,2761,1626,1135,2,2,-,3035,1824,1211
97學年,新竹縣,5104,2538,2566,1736,852,884,1700,830,870,1664,852,812,4,4,-,1702,838,864,2134,1086,1048,710,346,364,719,365,354,705,375,330,-,-,-,695,374,321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,594,270,324,190,85,105,203,88,115,197,93,104,4,4,-,182,62,120,2376,1182,1194,836,421,415,778,377,401,762,384,378,-,-,-,825,402,423
97學年,苗栗縣,5191,2426,2765,1756,819,937,1762,825,937,1673,782,891,-,-,-,1696,746,950,2270,933,1337,768,323,445,766,315,451,736,295,441,-,-,-,749,267,482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,984,393,591,348,125,223,336,144,192,300,124,176,-,-,-,338,145,193,1937,1100,837,640,371,269,660,366,294,637,363,274,-,-,-,609,334,275
97學年,臺中縣,9447,4616,4831,3021,1427,1594,3202,1584,1618,3217,1600,1617,7,5,2,3399,1713,1686,1497,630,867,497,207,290,508,201,307,492,222,270,-,-,-,488,205,283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,684,273,411,232,96,136,228,84,144,224,93,131,-,-,-,261,112,149,7266,3713,3553,2292,1124,1168,2466,1299,1167,2501,1285,1216,7,5,2,2650,1396,1254
97學年,彰化縣,5715,2594,3121,1704,687,1017,1966,899,1067,2045,1008,1037,-,-,-,2208,1069,1139,3611,1579,2032,1222,526,696,1205,535,670,1184,518,666,-,-,-,1205,560,645,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2104,1015,1089,482,161,321,761,364,397,861,490,371,-,-,-,1003,509,494
97學年,南投縣,3954,1844,2110,1363,616,747,1374,653,721,1204,567,637,13,8,5,1153,542,611,3954,1844,2110,1363,616,747,1374,653,721,1204,567,637,13,8,5,1153,542,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,雲林縣,2387,1223,1164,850,446,404,764,376,388,769,399,370,4,2,2,675,378,297,1010,502,508,352,179,173,314,147,167,340,174,166,4,2,2,311,180,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1377,721,656,498,267,231,450,229,221,429,225,204,-,-,-,364,198,166
97學年,嘉義縣,728,398,330,253,144,109,227,124,103,248,130,118,-,-,-,261,127,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,728,398,330,253,144,109,227,124,103,248,130,118,-,-,-,261,127,134
97學年,臺南縣,6882,3371,3511,2195,1024,1171,2275,1132,1143,2351,1172,1179,61,43,18,2305,1117,1188,6143,2903,3240,2031,919,1112,2006,947,1059,2045,994,1051,61,43,18,1984,931,1053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,739,468,271,164,105,59,269,185,84,306,178,128,-,-,-,321,186,135
97學年,高雄縣,2943,1904,1039,1084,684,400,999,655,344,860,565,295,-,-,-,940,641,299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2943,1904,1039,1084,684,400,999,655,344,860,565,295,-,-,-,940,641,299
97學年,屏東縣,2810,1249,1561,853,387,466,889,422,467,1042,426,616,26,14,12,1015,436,579,2295,996,1299,765,337,428,750,352,398,756,294,462,24,13,11,675,278,397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,253,262,88,50,38,139,70,69,286,132,154,2,1,1,340,158,182
97學年,臺東縣,4328,2079,2249,1494,682,812,1456,712,744,1364,675,689,14,10,4,1355,643,712,3952,1957,1995,1333,638,695,1326,667,659,1280,642,638,13,10,3,1289,606,683,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,19,8,5,2,3,11,9,2,11,8,3,-,-,-,14,11,3,349,103,246,156,42,114,119,36,83,73,25,48,1,-,1,52,26,26
97學年,花蓮縣,3449,1712,1737,1262,647,615,1129,549,580,1051,510,541,7,6,1,1039,511,528,646,373,273,257,147,110,194,115,79,195,111,84,-,-,-,214,121,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2803,1339,1464,1005,500,505,935,434,501,856,399,457,7,6,1,825,390,435
97學年,澎湖縣,353,147,206,121,48,73,117,42,75,115,57,58,-,-,-,116,56,60,353,147,206,121,48,73,117,42,75,115,57,58,-,-,-,116,56,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,基隆市,851,194,657,166,30,136,342,90,252,341,74,267,2,-,2,336,90,246,806,176,630,151,26,125,322,76,246,332,74,258,1,-,1,327,90,237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,18,27,15,4,11,20,14,6,9,-,9,1,-,1,9,-,9
97學年,新竹市,5543,2808,2735,1963,996,967,1843,954,889,1708,835,873,29,23,6,1642,817,825,945,477,468,316,165,151,309,148,161,310,154,156,10,10,-,293,136,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,688,311,377,237,108,129,222,100,122,229,103,126,-,-,-,202,85,117,3910,2020,1890,1410,723,687,1312,706,606,1169,578,591,19,13,6,1147,596,551
97學年,臺中市,2438,166,2272,-,-,-,1235,86,1149,1203,80,1123,-,-,-,1244,84,1160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2438,166,2272,-,-,-,1235,86,1149,1203,80,1123,-,-,-,1244,84,1160
97學年,嘉義市,2437,1005,1432,823,326,497,822,337,485,792,342,450,-,-,-,765,300,465,1692,719,973,578,242,336,564,228,336,550,249,301,-,-,-,401,174,227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,745,286,459,245,84,161,258,109,149,242,93,149,-,-,-,364,126,238
97學年,臺南市,2705,606,2099,810,88,722,943,242,701,952,276,676,-,-,-,1187,374,813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2705,606,2099,810,88,722,943,242,701,952,276,676,-,-,-,1187,374,813
97學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,連江縣,329,186,143,112,61,51,101,53,48,116,72,44,-,-,-,94,46,48,329,186,143,112,61,51,101,53,48,116,72,44,-,-,-,94,46,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
""
